ID,Team,Date,Week,Day,Soreness,Mood,Hydration,School,Comment
HM,u15s,2021-10-07,40,Thursday,Moderate,Very good,Very good,Very good,Thigh is a bit sore
AG,u14s,2021-10-07,40,Thursday,Moderate,Good,Good,Poor,good
EMy,u14s,2021-10-07,40,Thursday,Moderate,Good,Good,Moderate,good left shoulder achey
AT,u14s,2021-10-07,40,Thursday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
GNo,u14s,2021-10-09,40,Saturday,"Very, very good",Very good,Good,NA,Very well
NW,u14s,2021-10-09,40,Saturday,Very good,Very good,Very good,NA,Really good
AT,u14s,2021-10-09,40,Saturday,"Very, very good","Very, very good","Very, very good",NA,NA
ES,u15s,2021-10-07,40,Thursday,Very good,Good,Moderate,NA,NA
HM,u15s,2021-10-09,40,Saturday,Moderate,Poor,Good,NA,Felt quite ill
EMy,u14s,2021-10-09,40,Saturday,Very good,Very good,Very good,NA,good
GT,u15s,2021-10-10,40,Sunday,Moderate,Good,Good,NA,"feeling good, hamstring is a little sore after the game"
GT,u15s,2021-10-11,41,Monday,Moderate,Good,Good,Good,"feeling good, hamstring a bit sore"
ND,u16s,2021-10-11,41,Monday,Moderate,Moderate,Moderate,Moderate,NA
EF,u14s,2021-10-11,41,Monday,"Very, very good",Very good,Very good,Very good,I feel good and have no aches or pains
GN,u16s,2021-10-11,41,Monday,Good,Good,Moderate,Good,Good
AC,u15s,2021-10-11,41,Monday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
AMc,u15s,2021-10-11,41,Monday,Poor,Good,Good,Very poor,I feel ok
EP,u15s,2021-10-11,41,Monday,Very good,Very good,Good,Good,NA
MG,u15s,2021-10-11,41,Monday,Good,Good,Good,Good,NA
EMy,u14s,2021-10-11,41,Monday,Very good,Very good,Very good,Very good,very goodb
GNo,u14s,2021-10-12,41,Tuesday,Very good,Very good,Good,Moderate,Very good
BT,u14s,2021-10-12,41,Tuesday,Very good,Very good,Very good,Very good,good
RH,u15s,2021-10-12,41,Tuesday,Good,Good,Poor,Moderate,Geography ruined my mood
GN,u16s,2021-10-12,41,Tuesday,Moderate,Good,Good,Moderate,"Good, it won’t let me press good for school"
RO,u15s,2021-10-12,41,Tuesday,"Very, very poor",Moderate,Very good,Very good,I don’t know what is going on with my lower back. But it still really hurts at the moment. Still haven’t been able to do much.
AT,u14s,2021-10-12,41,Tuesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
EP,u15s,2021-10-12,41,Tuesday,Moderate,Very good,Good,Good,NA
AC,u15s,2021-10-12,41,Tuesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
CS,u15s,2021-10-12,41,Tuesday,Good,Good,Good,Good,Good
EF,u14s,2021-10-12,41,Tuesday,Good,Very good,Very good,Very good,I have a slight ache in the top of my left arm but other than that I feel great.
PB,u15s,2021-10-12,41,Tuesday,Very good,Good,Good,Good,Feel good but had vaccine so will be careful
AG,u14s,2021-10-12,41,Tuesday,Good,Good,Good,Poor,good
EMy,u14s,2021-10-12,41,Tuesday,Very good,"Very, very good",Good,"Very, very good",really good
ND,u16s,2021-10-12,41,Tuesday,Poor,Moderate,Moderate,Moderate,NA
RH,u15s,2021-10-13,41,Wednesday,Good,Good,Moderate,Moderate,Fine. I had a hockey match
ES,u15s,2021-10-13,41,Wednesday,Very good,Good,Moderate,Good,NA
AT,u14s,2021-10-13,41,Wednesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
GN,u16s,2021-10-13,41,Wednesday,Good,Good,Moderate,Very good,Good
KW,u14s,2021-10-13,41,Wednesday,Good,Good,Good,Good,happy
AS,u16s,2021-10-13,41,Wednesday,Very good,"Very, very good","Very, very good","Very, very good",good
TP,u14s,2021-10-12,41,Tuesday,Poor,"Very, very good",Good,"Very, very poor",smashing
TH,u14s,2021-10-12,41,Tuesday,Very good,Very good,Very good,"Very, very poor",smashing
NG,u14s,2021-10-12,41,Tuesday,Very good,"Very, very good",Good,"Very, very poor",smashing
IG,u14s,2021-10-13,41,Wednesday,Good,Very good,Good,Good,Good
CS,u15s,2021-10-13,41,Wednesday,Good,Good,Good,Good,Good
FS,u16s,2021-10-13,41,Wednesday,Good,Good,Good,Good,NA
GP,u16s,2021-10-13,41,Wednesday,Very good,Good,Good,Good,NA
TM,u16s,2021-10-14,41,Thursday,Very good,Moderate,Moderate,Poor,Not feeling the best and headache
LT,u15s,2021-10-14,41,Thursday,Good,Good,Moderate,Moderate,I feel happy.
GNo,u14s,2021-10-14,41,Thursday,Good,Very good,Good,Moderate,Very good
GN,u16s,2021-10-14,41,Thursday,Good,Good,Moderate,Good,Good
BT,u14s,2021-10-14,41,Thursday,Very good,Very good,Very good,"Very, very good",good
ES,u15s,2021-10-14,41,Thursday,Very good,Good,Good,"Very, very good",NA
RH,u15s,2021-10-14,41,Thursday,Good,Good,Moderate,Very good,Good
MerB,u14s,2021-10-14,41,Thursday,Moderate,Poor,Good,Good,Fine
EF,u14s,2021-10-14,41,Thursday,"Very, very good",Very good,Very good,"Very, very good",I have no aches or pains and feel good.
AMc,u15s,2021-10-14,41,Thursday,Poor,Moderate,Good,"Very, very poor",I feel ok
AT,u14s,2021-10-14,41,Thursday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
RC,u16s,2021-10-14,41,Thursday,Good,Good,Good,Good,Had the jab
IM,u16s,2021-10-14,41,Thursday,Very good,Very good,Very good,Good,Good
IG,u14s,2021-10-14,41,Thursday,Very good,Very good,Very good,Good,Good
NG,u14s,2021-10-14,41,Thursday,Very good,Very good,Good,Good,good
RH,u15s,2021-10-16,41,Saturday,Moderate,Moderate,Good,NA,NA
GNo,u14s,2021-10-16,41,Saturday,Very good,Very good,Good,NA,Very good
AT,u14s,2021-10-16,41,Saturday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
GN,u16s,2021-10-16,41,Saturday,Good,Good,Moderate,NA,Good
BT,u14s,2021-10-16,41,Saturday,Very good,Very good,Good,NA,good
MerB,u14s,2021-10-16,41,Saturday,Moderate,Good,Good,NA,Fine
MedB,u14s,2021-10-16,41,Saturday,Good,Moderate,Good,NA,Good
EMy,u14s,2021-10-16,41,Saturday,"Very, very good","Very, very good","Very, very good",NA,really good
TP,u14s,2021-10-16,41,Saturday,Very good,"Very, very good",Good,NA,okay
GN,u16s,2021-10-18,42,Monday,Good,Good,Moderate,Good,Good
AT,u14s,2021-10-18,42,Monday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
ND,u16s,2021-10-18,42,Monday,Moderate,Moderate,Moderate,Moderate,NA
GT,u15s,2021-10-18,42,Monday,Moderate,Good,Good,Good,hamstring is a bit sore
EP,u15s,2021-10-18,42,Monday,Good,Good,Good,Good,NA
EMy,u14s,2021-10-18,42,Monday,Very good,Very good,Very good,Good,good
IM,u16s,2021-10-18,42,Monday,Very good,Very good,Very good,Good,Good
AT,u14s,2021-10-19,42,Tuesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
IG,u14s,2021-10-19,42,Tuesday,Very good,Good,Good,Good,Good
CS,u15s,2021-10-19,42,Tuesday,Good,Good,Good,Good,Good
MG,u15s,2021-10-19,42,Tuesday,Good,Good,Good,Good,NA
TM,u16s,2021-10-19,42,Tuesday,Very good,Moderate,Moderate,Good,Good just I can’t go to football tonight as I have to go to my revision evening for school for my exams
ES,u15s,2021-10-19,42,Tuesday,Good,Good,Moderate,Moderate,I feel alright not sore either
RH,u15s,2021-10-19,42,Tuesday,Moderate,Good,Good,Good,NA
GNo,u14s,2021-10-19,42,Tuesday,Good,Very good,Good,Good,Got a bit of leg ache as we ran at school but overall really good
GN,u16s,2021-10-19,42,Tuesday,Moderate,Good,Moderate,Good,"Good, my back has been a little sore"
EF,u14s,2021-10-19,42,Tuesday,"Very, very good",Very good,Very good,Very good,I feel good and have no aches and pains.
MedB,u14s,2021-10-19,42,Tuesday,Poor,Moderate,Poor,NA,My legs were sore
EMy,u14s,2021-10-19,42,Tuesday,Good,Good,Good,Moderate,good
MerB,u14s,2021-10-19,42,Tuesday,Poor,Poor,Moderate,Moderate,Legs are a bit tired
AMc,u15s,2021-10-19,42,Tuesday,Moderate,Very good,Good,"Very, very poor",I feel ok
AT,u14s,2021-10-20,42,Wednesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
IG,u14s,2021-10-20,42,Wednesday,Very good,Very good,Good,Good,Good
EF,u14s,2021-10-20,42,Wednesday,"Very, very good",Very good,Very good,Very good,I feel good and have no aches or pains
TP,u14s,2021-10-20,42,Wednesday,Good,Very good,Good,Moderate,mint
CS,u15s,2021-10-20,42,Wednesday,Good,Good,Good,Good,Good
NG,u14s,2021-10-20,42,Wednesday,Good,Very good,Good,Good,good
KW,u14s,2021-10-20,42,Wednesday,Good,Good,Good,Good,happy
RO,u15s,2021-10-20,42,Wednesday,Very poor,"Very, very good","Very, very good","Very, very good",Good back still sore
Ndu,u16s,2021-10-20,42,Wednesday,Moderate,Moderate,Moderate,Moderate,Good
RH,u15s,2021-10-20,42,Wednesday,Moderate,Very good,Poor,"Very, very good","Great, we went to flamingo land for school rewards trip."
MedB,u14s,2021-10-20,42,Wednesday,Poor,Good,Good,Moderate,Sore legs
FS,u16s,2021-10-20,42,Wednesday,Good,Good,Good,Moderate,NA
ES,u15s,2021-10-20,42,Wednesday,Very good,"Very, very good",Good,"Very, very good",Had a fun day at school
GN,u16s,2021-10-21,42,Thursday,Moderate,Good,Moderate,Good,My back is a bit sore
RH,u15s,2021-10-21,42,Thursday,Moderate,Good,Good,Good,Good
MG,u15s,2021-10-21,42,Thursday,Very good,Very good,Very good,Very good,NA
ES,u15s,2021-10-21,42,Thursday,Very good,Good,Good,Very good,NA
LT,u15s,2021-10-21,42,Thursday,Moderate,Good,Poor,Good,A bit sore but happy
AI,u15s,2021-10-21,42,Thursday,Very poor,Good,Moderate,Moderate,My calf has been hurting for the last two days
IM,u16s,2021-10-21,42,Thursday,Very good,Very good,Very good,Very good,Good
CS,u15s,2021-10-21,42,Thursday,Good,Good,Good,Good,Good
EP,u15s,2021-10-21,42,Thursday,Good,Good,Good,Good,NA
EO,u16s,2021-10-21,42,Thursday,Very good,Very good,Very good,Very good,fine
FW,u16s,2021-10-21,42,Thursday,Good,Very good,Good,Very good,really good
FS,u16s,2021-10-21,42,Thursday,Good,Good,Good,Good,NA
CW,u16s,2021-10-21,42,Thursday,Good,Moderate,Good,Good,Good
ND,u16s,2021-10-21,42,Thursday,Good,Good,Good,Good,NA
RF,u16s,2021-10-21,42,Thursday,Good,Good,Good,Good,Fine
EB,u16s,2021-10-21,42,Thursday,Good,"Very, very good","Very, very good","Very, very good",played a school footy match so legs are a bit dead
Ndu,u16s,2021-10-21,42,Thursday,Moderate,Moderate,Moderate,Moderate,Fine
ES,u15s,2021-10-23,42,Saturday,Good,Very good,Good,NA,Fine
EF,u14s,2021-10-25,43,Monday,"Very, very good",Very good,Very good,NA,I feel good and have no aches or pains
IG,u14s,2021-10-25,43,Monday,Very good,Very good,Very good,Good,Good
GNo,u14s,2021-10-25,43,Monday,Very good,Very good,Good,NA,Very good
EO,u16s,2021-10-25,43,Monday,Very good,Moderate,Good,NA,fine
AC,u15s,2021-10-25,43,Monday,"Very, very good","Very, very good","Very, very good",NA,NA
MG,u15s,2021-10-25,43,Monday,Good,Good,Good,NA,NA
EB,u16s,2021-10-25,43,Monday,Good,"Very, very good","Very, very good","Very, very good",👍
EP,u15s,2021-10-25,43,Monday,Good,Good,Good,Good,NA
AMc,u15s,2021-10-25,43,Monday,Moderate,Good,Good,NA,Good
EF,u14s,2021-10-26,43,Tuesday,Very good,Very good,Very good,NA,I feel good but have a slight ache in my bicep
GNo,u14s,2021-10-26,43,Tuesday,Very good,Very good,Good,NA,Very good
EMy,u14s,2021-10-26,43,Tuesday,Very good,Very good,Very good,NA,very good
KW,u14s,2021-10-26,43,Tuesday,Good,Good,Good,NA,happy
RH,u15s,2021-10-26,43,Tuesday,Moderate,Good,Moderate,NA,Fine
MG,u15s,2021-10-26,43,Tuesday,Good,Good,Good,NA,NA
AS,u16s,2021-10-26,43,Tuesday,Very good,Very good,Very good,Very good,Good no headache from concussion today
ES,u15s,2021-10-26,43,Tuesday,Good,Very good,Moderate,NA,Pretty good
AC,u15s,2021-10-26,43,Tuesday,"Very, very good","Very, very good","Very, very good",NA,NA
FS,u16s,2021-10-26,43,Tuesday,Poor,Good,Good,NA,NA
AMc,u15s,2021-10-26,43,Tuesday,Poor,Good,Good,NA,I feel ok but my hamstring is quite tight
MerB,u14s,2021-10-26,43,Tuesday,Moderate,Moderate,Very good,NA,Fine
TM,u16s,2021-10-26,43,Tuesday,Moderate,Moderate,Moderate,NA,Good got a bit of a headache
MedB,u14s,2021-10-20,42,Wednesday,Good,Moderate,Poor,NA,Good
CW,u16s,2021-10-26,43,Tuesday,Poor,Good,Very good,NA,Tired because I’ve done a ref’s course all day
CS,u15s,2021-10-26,43,Tuesday,Very good,Poor,Poor,NA,Good
HM,u15s,2021-10-26,43,Tuesday,"Very, very good","Very, very good","Very, very good",NA,Good
EB,u16s,2021-10-26,43,Tuesday,Moderate,"Very, very good","Very, very good","Very, very good",aching from s and c yesterday
MM,u16s,2021-09-26,38,Sunday,Good,Good,Good,NA,fine
EO,u16s,2021-10-26,43,Tuesday,Good,Good,Good,NA,fine
EP,u15s,2021-10-26,43,Tuesday,Very good,Very good,Good,Good,NA
RC,u16s,2021-10-26,43,Tuesday,"Very, very good","Very, very good","Very, very good",NA,Good
ND,u16s,2021-10-26,43,Tuesday,Good,Good,Good,NA,NA
LT,u15s,2021-10-26,43,Tuesday,Good,Good,Moderate,NA,Good
HD,u14s,2021-10-26,43,Tuesday,Moderate,Moderate,Moderate,Moderate,Tired
AS,u16s,2021-10-27,43,Wednesday,Good,Good,Good,Good,Good a little tired from first session back after    concussion
NG,u14s,2021-10-27,43,Wednesday,Very good,Good,Good,NA,ok
HD,u14s,2021-10-27,43,Wednesday,Moderate,Moderate,Moderate,Moderate,Good abit tired
TP,u14s,2021-10-27,43,Wednesday,Moderate,Very good,Good,NA,smashing
LT,u15s,2021-10-27,43,Wednesday,Moderate,Good,Moderate,NA,Okay
KW,u14s,2021-10-27,43,Wednesday,Good,Good,Good,NA,happy
CS,u15s,2021-10-27,43,Wednesday,Good,Good,Good,NA,Good
FM,u15s,2021-10-27,43,Wednesday,Very good,Good,Good,Very good,Happy
EP,u15s,2021-10-28,43,Thursday,Very good,Very good,Good,Good,NA
MG,u15s,2021-10-28,43,Thursday,Good,Good,Good,NA,NA
BT,u14s,2021-10-28,43,Thursday,Very good,"Very, very good",Very good,NA,good
EF,u14s,2021-10-28,43,Thursday,"Very, very good",Very good,Very good,NA,I have no aches and pains and feel good.
EO,u16s,2021-10-28,43,Thursday,Good,"Very, very poor",Good,NA,fine
AMc,u15s,2021-10-28,43,Thursday,Moderate,Very good,Good,NA,I feel ok
IG,u14s,2021-10-28,43,Thursday,Very good,Very good,Good,NA,Good
KW,u14s,2021-10-28,43,Thursday,Good,Good,Good,NA,happy
TP,u14s,2021-10-28,43,Thursday,Poor,Very good,Moderate,NA,i have a bad throat
EMy,u14s,2021-10-28,43,Thursday,Moderate,Good,Good,NA,good / moderate
GNo,u14s,2021-10-28,43,Thursday,Very good,Good,Good,NA,Very good
CS,u15s,2021-10-28,43,Thursday,Very good,Good,Good,NA,Good
LT,u15s,2021-10-28,43,Thursday,Moderate,Good,Moderate,NA,Good
EH,u16s,2021-10-28,43,Thursday,Good,Very good,Very good,NA,Achy chest
AS,u16s,2021-10-28,43,Thursday,Very good,Good,Good,NA,Good no soreness or tiredness
ES,u15s,2021-10-28,43,Thursday,Good,Very good,Good,NA,A tiny bit sore and pretty good
DM,u15s,2021-10-28,43,Thursday,Moderate,Moderate,Good,NA,okay
RC,u16s,2021-10-28,43,Thursday,Very good,Very good,Very good,NA,Good
AC,u15s,2021-10-28,43,Thursday,"Very, very good","Very, very good","Very, very good",NA,NA
FS,u16s,2021-10-28,43,Thursday,Very good,Very good,Good,NA,NA
MedB,u14s,2021-10-28,43,Thursday,Good,Good,Moderate,NA,Good
EB,u16s,2021-10-28,43,Thursday,Very good,"Very, very good","Very, very good","Very, very good",👍
GP,u16s,2021-10-28,43,Thursday,Very good,Very good,Good,NA,NA
GT,u15s,2021-10-28,43,Thursday,Moderate,Good,Good,NA,"feel good, had a covid injection on Tuesday but my arm is not as sore now"
HD,u14s,2021-10-27,43,Wednesday,Very poor,Moderate,Moderate,Moderate,Sore
NW,u14s,2021-10-30,43,Saturday,Very good,"Very, very good",Very good,NA,Great
MedB,u14s,2021-10-30,43,Saturday,Moderate,Moderate,Moderate,NA,Good
ES,u15s,2021-10-30,43,Saturday,Moderate,Very good,Good,NA,My feet hurt a bit but all in all I’m fine
CS,u15s,2021-10-30,43,Saturday,Very good,Good,Good,NA,Good
AT,u14s,2021-10-30,43,Saturday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
MerB,u14s,2021-10-30,43,Saturday,Poor,Moderate,Good,NA,Fine
BT,u14s,2021-10-30,43,Saturday,Good,Very good,Very good,NA,good
HM,u15s,2021-10-30,43,Saturday,Very good,Very good,Very good,NA,Good no soreness
GNo,u14s,2021-10-30,43,Saturday,Very good,Very good,Good,NA,Very good
GN,u16s,2021-11-01,44,Monday,Good,Good,Moderate,Good,Good
MG,u15s,2021-11-01,44,Monday,Good,Good,Good,Good,NA
AC,u15s,2021-11-01,44,Monday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
EO,u16s,2021-11-01,44,Monday,Very good,Good,Good,NA,fine
EF,u14s,2021-11-01,44,Monday,Very good,Very good,Very good,Good,I have no aches or lains
EB,u16s,2021-11-01,44,Monday,Very good,"Very, very good","Very, very good","Very, very good",good
GT,u15s,2021-11-01,44,Monday,Good,Good,Good,Moderate,feeling good
ND,u16s,2021-11-01,44,Monday,Moderate,Poor,Moderate,Moderate,NA
EP,u15s,2021-11-01,44,Monday,Very good,Very good,Good,Good,NA
EMy,u14s,2021-11-01,44,Monday,Moderate,Very good,Very good,Very good,very good tad bit sore
AI,u15s,2021-11-01,44,Monday,Poor,Good,Moderate,NA,"My big toe hurts, it’s swollen and bruised"
AMc,u15s,2021-11-01,44,Monday,Good,Moderate,Good,Very poor,I feel ok
DM,u15s,2021-11-01,44,Monday,Good,Good,Good,NA,good
IM,u16s,2021-11-01,44,Monday,"Very, very good",Very good,Very good,Good,Good
EM,u15s,2021-11-02,44,Tuesday,Moderate,Moderate,Good,Moderate,Fine
EB,u16s,2021-11-02,44,Tuesday,Good,"Very, very good","Very, very good","Very, very good",👍
AMc,u15s,2021-11-02,44,Tuesday,Moderate,Good,Good,Very poor,I feel ok
GNo,u14s,2021-11-02,44,Tuesday,Very good,Very good,Good,Good,Very good
GN,u16s,2021-11-02,44,Tuesday,Good,Moderate,Moderate,Good,Ok
AT,u14s,2021-11-02,44,Tuesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
ES,u15s,2021-11-02,44,Tuesday,Good,Good,Good,NA,Fine
RH,u15s,2021-11-02,44,Tuesday,Good,Good,Good,Good,Good
NW,u14s,2021-11-02,44,Tuesday,Very good,Very good,Very good,Very good,Great
IG,u14s,2021-11-02,44,Tuesday,Very good,Good,Good,Good,Good
EP,u15s,2021-11-02,44,Tuesday,Very good,Very good,Very good,Good,NA
AC,u15s,2021-11-02,44,Tuesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
CS,u15s,2021-11-02,44,Tuesday,Very good,Good,Good,Good,Good
EMy,u14s,2021-11-02,44,Tuesday,Good,Very good,Good,Moderate,good
MedB,u14s,2021-11-02,44,Tuesday,Good,Moderate,Moderate,NA,Fine
RH,u15s,2021-11-03,44,Wednesday,Good,Good,Moderate,Good,Good
GN,u16s,2021-11-03,44,Wednesday,Good,Moderate,Moderate,Good,Ok
AT,u14s,2021-11-03,44,Wednesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
NW,u14s,2021-11-03,44,Wednesday,Very good,Very good,Very good,Very good,Great
EH,u16s,2021-11-03,44,Wednesday,Good,Good,Good,NA,Good
PB,u15s,2021-11-03,44,Wednesday,Very good,Very good,Moderate,Good,Good
ES,u15s,2021-11-03,44,Wednesday,Good,Very good,Good,NA,I feel pretty good
EB,u16s,2021-11-04,44,Thursday,Very good,"Very, very good","Very, very good","Very, very good",👍
EO,u16s,2021-11-04,44,Thursday,Very good,Good,Moderate,Moderate,fine
KW,u14s,2021-11-04,44,Thursday,Good,Good,Good,Good,happy
RH,u15s,2021-11-04,44,Thursday,Good,Good,Moderate,Good,Good
IG,u14s,2021-11-04,44,Thursday,Very good,Good,Good,Good,Good
TM,u16s,2021-11-04,44,Thursday,Very good,Moderate,Moderate,NA,Not the best got a really bad cold and cough
EM,u15s,2021-11-04,44,Thursday,Good,Good,Good,Moderate,NA
GN,u16s,2021-11-04,44,Thursday,Good,Moderate,Moderate,Moderate,Ok
ES,u15s,2021-11-04,44,Thursday,Good,Moderate,Good,NA,Feeling good
MG,u15s,2021-11-04,44,Thursday,Good,Good,Good,Good,NA
EF,u14s,2021-11-04,44,Thursday,"Very, very good",Very good,Very good,"Very, very good",I have no aches or pains and i am looking forward to football.
NW,u14s,2021-11-04,44,Thursday,Very good,Very good,Very good,Very good,Great
AT,u14s,2021-11-04,44,Thursday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
GNo,u14s,2021-11-04,44,Thursday,Good,Very good,Good,Very good,Legs a bit ache from cross country in school but overall very good
AI,u15s,2021-11-04,44,Thursday,Poor,Good,Moderate,Poor,Broken toe still a bit sore
AC,u15s,2021-11-04,44,Thursday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
CS,u15s,2021-11-04,44,Thursday,Good,Good,Good,Good,Good
GP,u16s,2021-11-04,44,Thursday,Very good,Very good,Good,Good,NA
HM,u15s,2021-11-04,44,Thursday,Good,"Very, very good","Very, very good","Very, very good",Good
EP,u15s,2021-11-04,44,Thursday,Very good,Very good,Good,Good,NA
FW,u16s,2021-11-04,44,Thursday,Good,Good,Good,Moderate,good
MedB,u14s,2021-11-04,44,Thursday,Good,Good,Moderate,Good,Good
GT,u15s,2021-11-04,44,Thursday,Good,Good,Good,Good,feeling good
GN,u16s,2021-11-06,44,Saturday,Good,Good,Moderate,NA,Good
HM,u15s,2021-11-06,44,Saturday,Very good,"Very, very good","Very, very good",NA,Good no soreness
CS,u15s,2021-11-06,44,Saturday,Good,Good,Good,NA,Good
TM,u16s,2021-11-07,44,Sunday,Moderate,Moderate,Moderate,NA,Full of cold not feeling best
MG,u15s,2021-11-08,45,Monday,Good,Good,Good,Good,NA
GT,u15s,2021-11-08,45,Monday,Good,Good,Good,Moderate,feeling good
NW,u14s,2021-11-08,45,Monday,Very good,Very good,Very good,Very good,Great
EP,u15s,2021-08-11,32,Wednesday,Very good,Very good,Good,Good,NA
AC,u15s,2021-11-08,45,Monday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
ND,u16s,2021-11-08,45,Monday,Moderate,Good,Moderate,Moderate,NA
DM,u15s,2021-11-08,45,Monday,Moderate,Good,Good,Good,good but muscles ache a bit from goalkeeper training .
RO,u15s,2021-11-08,45,Monday,Poor,Good,Very good,Good,I don’t know about my back but it still hurts but I think it’s better
IG,u14s,2021-11-09,45,Tuesday,Very good,Good,Good,Good,Good
TM,u16s,2021-11-09,45,Tuesday,Moderate,Moderate,Moderate,Poor,Feel very tired and abit dizzy and headache
CS,u15s,2021-11-09,45,Tuesday,Moderate,Good,Good,NA,Had my covid vaccine yesterday arm is abit sore
GN,u16s,2021-11-09,45,Tuesday,Good,Good,Good,Good,Good
ES,u15s,2021-11-09,45,Tuesday,Moderate,Good,Moderate,Poor,School was boring and legs a tiny bit sore but ok
AMc,u15s,2021-11-09,45,Tuesday,Poor,Good,Good,"Very, very poor",Ok just my hamstring is a bit tight from last night
GNo,u14s,2021-11-09,45,Tuesday,Very good,Very good,Good,Moderate,Very good and excited
RH,u15s,2021-10-09,40,Saturday,Moderate,Good,Moderate,Moderate,NA
BT,u14s,2021-11-09,45,Tuesday,Very good,Very good,Good,"Very, very good",good
AT,u14s,2021-11-09,45,Tuesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
EM,u15s,2021-11-09,45,Tuesday,Moderate,Moderate,Good,Moderate,Fine
NW,u14s,2021-11-09,45,Tuesday,Good,Very good,Very good,Very good,Great
AI,u15s,2021-11-09,45,Tuesday,Good,Good,Good,Good,Good apart from painful blisters
MG,u15s,2021-11-09,45,Tuesday,Good,Good,Good,Good,NA
AC,u15s,2021-11-09,45,Tuesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
MedB,u14s,2021-11-09,45,Tuesday,Poor,Good,Good,Moderate,My legs are a little bit sore
MerB,u14s,2021-11-09,45,Tuesday,Moderate,Poor,Moderate,Moderate,Fine
EMy,u14s,2021-11-09,45,Tuesday,Very good,Very good,Moderate,Good,good
HM,u15s,2021-11-09,45,Tuesday,Moderate,"Very, very good","Very, very good","Very, very good",Sore of the gym and cross country run
FS,u16s,2021-11-09,45,Tuesday,Very poor,Very good,Very good,Very good,NA
GP,u16s,2021-11-09,45,Tuesday,Very good,Very good,Good,Good,NA
EO,u16s,2021-11-09,45,Tuesday,Good,Good,Good,Moderate,fine
ES,u15s,2021-11-10,45,Wednesday,Moderate,Good,Moderate,Good,Legs are sore but ok
RO,u15s,2021-11-10,45,Wednesday,Moderate,Very good,Very good,Very good,All good.my back still sore but yeah
GN,u16s,2021-11-10,45,Wednesday,Good,Good,Poor,Good,Good
AT,u14s,2021-11-10,45,Wednesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
EF,u14s,2021-11-10,45,Wednesday,Very good,Very good,Very good,Good,I have slight aches/pains in the tip of my arms but everything else feels fine.
AS,u16s,2021-11-10,45,Wednesday,Very good,Very good,Good,Good,Tired
IG,u14s,2021-11-10,45,Wednesday,Very good,Good,Good,Good,Good
MedB,u14s,2021-11-10,45,Wednesday,Moderate,Moderate,Poor,Moderate,Good
RO,u15s,2021-11-10,45,Wednesday,Moderate,Very good,Very good,NA,All good
MerB,u14s,2021-11-10,45,Wednesday,Poor,Moderate,Moderate,Good,Fine
GP,u16s,2021-11-10,45,Wednesday,Very good,Very good,Good,Good,NA
IM,u16s,2021-11-10,45,Wednesday,Very good,Very good,Very good,Good,Good
CS,u15s,2021-11-10,45,Wednesday,Very good,Good,Good,Good,Good
GP,u16s,2021-11-10,45,Wednesday,Good,Very good,Good,Moderate,NA
FS,u16s,2021-10-11,41,Monday,Good,Moderate,Good,Moderate,NA
TM,u16s,2021-11-10,45,Wednesday,Moderate,Moderate,Moderate,Moderate,Good
RH,u15s,2021-11-11,45,Thursday,Very poor,Good,Good,Good,"I had a netball match before. As well as PE.
And I had a gym session yesterday"
ES,u15s,2021-11-11,45,Thursday,Poor,Good,Good,Good,Just had a netball match so kinda tired and sore
TM,u16s,2021-11-11,45,Thursday,Moderate,Poor,Moderate,Poor,Very tired
AT,u14s,2021-11-11,45,Thursday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
EF,u14s,2021-11-11,45,Thursday,Moderate,Very good,Very good,Very good,I have pain in my right shoulder but other than that everything is fine.
IG,u14s,2021-11-11,45,Thursday,Very good,Good,Good,Good,Good
GN,u16s,2021-11-11,45,Thursday,Moderate,Good,Good,Good,Hamstrings are sore after s&c yesterday
MG,u15s,2021-11-11,45,Thursday,Good,Good,Good,Good,NA
NW,u14s,2021-11-11,45,Thursday,Very good,Very good,Very good,Very good,Great
HM,u15s,2021-11-11,45,Thursday,Very good,"Very, very good","Very, very good","Very, very good",Good no soreness
CS,u15s,2021-11-11,45,Thursday,Good,Good,Good,Good,Good
MerB,u14s,2021-11-11,45,Thursday,Poor,Poor,Moderate,Good,Fine
